"","year","district","college","postgrad","birth","age","legal","business","management","yrsmilitary","protestant","catholic","white","black","hispanic","marryyes","yrselect","privatepost","publicpost","highpost","lowpost","gdp01","yrsparty","taxreturn","numberofjobs","leadership","chair","rules","approp","fintax","agriculture","judiciary","education","health","effectivescore","deltajobs","speaker","majld","majpty","ethicsviol","ethicscmte","board","binboard","female","aide","council","mayor","commish","applocal","appstate","locparty","statparty","prelect","prapp","prparty","tenure","prexp","memberid","votemarg"
"17",2000,4,1,0,1929,71,0,0,1,-0.8999186234282,1,0,1,0,0,1,0,0,1,1,0,796050.75,0,0,7,0,0,0,0,0,0,0,0,0,1.24603096821152,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,32,1,2786,1
"18",2001,4,1,0,1929,72,0,0,1,4.51033585759733,1,0,1,0,0,1,0,0,1,1,0,725904.55126564,0,0,5,0,0,0,0,0,0,1,0,0,1.14163229637719,-2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,33,1,2786,1
"19",2002,4,1,0,1929,73,0,0,1,9.51934298928749,1,0,1,0,0,1,0,0,1,1,0,541898.4375,0,0,6.49874249639266,0,0,0,0,0,0,0,0,0,0.292051536894704,0.505910486107522,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,34,1,2786,1
"20",1991,1,1,0,1931,60,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,788513.01976103,0,0,6.39903751983015,0,0,0,0,1,0,0,0,1,0.941812667673323,-1.00845286216047,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,1,2791,0.540913999080658
"21",1992,1,1,0,1931,61,0,0,0,3,1,0,1,0,0,1,0,1,0,0,0,718610.385359842,0,1,4.95548326805888,0,0,0,1,1,0,0,0,1,0.665066459373527,1.01439927075669,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,1,2791,0.540913999080658
"22",1991,42,1,0,1930,61,0,0,0,3,1,0,1,0,0,1,2,1,0,0,0,703136.620857196,0,0,1.44529503512189,0,0,1,1,0,0,0,0,1,0.996878006130765,0.0536334162058867,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,21,1,2808,1
"23",1992,42,1,0,1930,62,0,0,0,3,1,0,1,0,0,1,2,1,0,0,0,665505.189509685,0,0,0.586586169920712,0,0,1,0,0,0,0,0,1,1.91765252317414,-1.46739605936888,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,22,1,2808,1
"24",1991,102,1,0,1931,60,0,0,1,-8.95995086267938,0,0,1,0,0,1,1.69129185691265,0,1,0,0,704108.973394286,0.621033560447177,0,4.55538844268447,0,0,0,0,0,0,0,0,1,0.518509285102156,-1.73373305203769,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,2836,1
"25",1992,102,1,0,1931,61,0,0,1,-2.98156956875042,0,0,1,0,0,1,0.132907093954016,0,1,0,0,781563.605210124,4.38772340799611,0,4.2798752488385,0,0,0,1,1,0,0,0,1,-0.363076949733393,-0.142909498823467,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,2836,1
"26",1993,104,1,0,1931,62,0,0,1,-0.617702788666711,1,0,1,0,0,0,0.660084437961267,0,1,0,0,790379.819818687,2.39053246369838,0,6.44982391441247,0,0,1,1,0,0,0,0,1,0.542002337830943,-0.830883984933085,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,0,2836,1
"27",1994,104,1,0,1931,63,0,0,1,1.67242091525465,0,0,1,0,0,0,-1.64189006630136,0,1,0,0,769810.165921673,2.25261105702938,0,5.72208543845128,0,0,0,1,1,0,0,0,1,1.86311142398963,0.242074971884313,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,0,2836,1
"28",1991,99,1,1,1922,69,0,0,0,5,1,0,1,0,0,1,3,1,0,0,0,804738.088601274,-1.81970316111852,0,6.50166644096401,0,0,0,0,0,0,0,0,0,1.32117290512504,-1.08131217293324,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,1,2860,1
"29",1992,99,1,1,1922,70,0,0,0,5,1,0,1,0,0,1,3,1,0,0,0,768306.219697654,2.22389390452698,0,6.23815346886539,0,0,0,0,0,0,0,0,0,0.583063679693892,0.0102327183287423,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,1,2860,1
"30",1991,104,0,0,1937,54,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,726754.788186603,0,1,5.94104349810588,0,0,0,0,0,0,0,0,1,1.68472393463436,0.606988957756666,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,17,1,2865,1
"31",1992,104,0,0,1937,55,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,727583.943459395,0,0,3.34653962371246,0,0,1,0,1,0,0,0,1,1.54282671704254,-1.53845030013143,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,18,1,2865,1
"32",1993,106,0,0,1937,56,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,816319.933924937,0,0,3.41969644884694,0,0,1,0,0,0,0,0,1,1.23105419820322,-1.45640626203813,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,19,1,2865,1
"33",1994,106,0,0,1937,57,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,700475.374990007,0,0,3.96632895144307,0,0,0,0,0,0,0,0,1,0.780427888983012,-1.91709042378537,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,20,1,2865,1
"34",1995,106,0,0,1937,58,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,639719.75,0,0,3,0,0,0,0,0,0,0,0,1,2.05752804771911,-1.95943712672398,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,21,1,2865,1
"35",1996,106,0,0,1937,59,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,661112.3125,0,0,3,0,0,1,0,0,0,0,0,1,1.91747179637216,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,22,1,2865,1
"36",1997,106,0,0,1937,60,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,702990.5,0,0,3,0,0,0,0,0,0,0,0,1,0.835652397434822,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,23,1,2865,1
"37",1998,106,0,0,1937,61,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,1,1.08174504429707,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,24,1,2865,1
"38",1999,106,0,0,1937,62,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,795146.3125,0,0,3,0,0,0,0,0,0,0,0,1,0.495210954395645,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,25,1,2865,1
"39",2000,106,0,0,1937,63,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,796050.75,0,0,4,0,0,0,0,0,0,0,1,0,0.0604761121684315,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,26,1,2865,1
"40",1991,75,1,0,1923,68,0,0,1,2.44177183909726,1,0,1,0,0,1,4.12358900646018,1,0,0,0,795040.067796453,-0.986305507358432,0,1.75536632016297,0,0,0,0,1,0,0,0,0,0.648286424085329,-1.21483213252996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,2877,1
"41",1992,75,1,0,1923,69,0,0,1,3.14321101099529,1,0,1,0,0,1,2.19255973355086,1,0,0,0,656617.451588533,0.476239791850312,1,0.429695064493079,0,0,0,0,1,0,0,0,0,0.388884960323884,0.670898755925577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,2877,1
"42",1993,76,1,0,1923,70,0,0,1,-1.22322253221645,1,0,1,0,0,0,1.260265743072,1,0,0,0,743788.66605002,4.818291991899,0,1.37368675147513,0,0,0,0,0,0,0,1,0,1.60443394189781,-0.383862557849624,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,2877,1
"43",1994,76,1,0,1923,71,0,0,1,4.52160585353436,0,0,1,0,0,1,2.31398097986531,1,0,0,0,858828.908599226,1.90696211055751,0,7.94261478706588,0,0,0,1,0,0,0,1,0,0.4485217180152,1.1419996340167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,2877,1
"44",1991,84,0,0,1924,67,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,622516.244948313,7.52843728468279,0,8.47034787392114,0,0,1,0,0,0,0,0,0,1.43441392877996,-0.552207553127427,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,17,1,2879,0.593358993530273
"45",1992,84,0,0,1924,68,0,1,0,4,0,1,1,0,1,1,0,1,0,0,0,716686.236482187,5.4393517890552,1,0.35104212862923,0,0,0,0,1,0,0,0,0,1.25003002116256,-0.112312349462257,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,18,1,2879,0.593358993530273
"46",1993,86,0,0,1924,69,0,1,0,4,0,1,1,0,1,1,0,1,0,0,0,745814.902500058,3.88948617151232,1,6.1979022770443,0,0,0,0,0,0,0,0,0,0.616965467992993,0.990950518182543,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,19,1,2879,1
"47",1994,86,0,0,1924,70,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,811740.949175307,2.07654614845567,0,3.64803054954048,0,0,0,0,0,0,0,0,0,1.57862505943098,1.32631034236007,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,20,1,2879,1
"48",1995,86,0,0,1924,71,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,639719.75,7.86619757589267,0,4,0,0,0,1,1,0,0,0,0,0.547265726793085,2.38135233128355,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,21,1,2879,0.669344007968903
"49",1996,86,0,0,1924,72,0,1,0,4,0,1,1,0,1,0,0,1,0,0,0,661112.3125,8.70945267690498,0,4,0,0,0,0,0,0,0,0,0,-0.273156841750911,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,22,1,2879,0.669344007968903
"50",1997,86,0,0,1924,73,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,702990.5,4.87540681826402,0,4,0,0,0,1,0,0,0,0,0,0.448066249304062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,23,1,2879,1
"51",1998,86,0,0,1924,74,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,760791.1875,7.66272223637572,0,4,0,0,0,1,0,0,0,0,0,0.309937072226548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,24,1,2879,1
"52",1999,86,0,0,1924,75,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,795146.3125,9.52279216066771,1,3.46597886273298,0,0,0,1,0,0,0,0,0,0.380753800296547,0.726288476903803,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,25,1,2879,1
"53",2000,86,0,0,1924,76,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,796050.75,5.13878812168555,0,5.1507467387347,0,0,0,0,0,0,0,0,0,0.668468931318676,0.626167125764463,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,26,1,2879,1
"54",1991,13,1,0,1931,60,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,809429.718226301,6.21034935852089,0,0.00828337107066091,0,0,1,0,0,0,0,0,0,1.28732674191952,-1.352121122565,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,14,1,2919,1
"55",1992,13,1,0,1931,61,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,750994.629691164,6.35017602675191,0,7.44241695377007,0,0,1,0,0,0,0,0,0,0.0381520845371178,2.71679922752149,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,15,1,2919,1
"56",1993,12,1,0,1931,62,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,651457.928538291,8.6674065312707,0,3.3904212107506,0,0,1,1,0,0,1,0,0,0.155679735889631,0.40238435057903,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,16,1,2919,0.561304986476898
"57",1994,12,1,0,1931,63,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,734068.226351945,9.07252085276103,0,4.81040330946575,0,0,1,0,0,0,1,0,0,0.96762325198277,2.28935879561422,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,17,1,2919,0.561304986476898
"58",1995,12,1,0,1931,64,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,639719.75,4.22238457474964,0,3,0,0,0,0,0,0,0,0,0,0.534674378749094,0.596768082521689,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,18,1,2919,1
"59",1996,12,1,0,1931,65,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,661112.3125,8.50844798411336,0,3,0,0,0,0,0,0,0,0,0,0.456920750461006,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,19,1,2919,1
"60",1997,12,1,0,1931,66,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,702990.5,5.37777456383419,0,4,0,0,1,0,0,0,0,0,0,0.0537515398829689,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,20,1,2919,0.521565973758698
"61",1998,12,1,0,1931,67,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,760791.1875,11.1792469761546,0,4,0,0,1,0,0,0,0,0,0,-0.297306366824629,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,21,1,2919,0.521565973758698
"62",1999,12,1,0,1931,68,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,795146.3125,6.80978900680874,0,4,0,0,1,0,0,0,0,0,0,0.99042190879129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,22,1,2919,1
"63",2000,12,1,0,1931,69,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,796050.75,7.31033610679602,0,4,0,0,1,0,0,0,0,0,0,0.90018022094854,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,23,1,2919,1
"64",1991,61,1,0,1935,56,0,0,0,-0.836271810935018,1,0,1,0,0,0,3.67177054763725,1,0,0,0,740181.196810262,2.12488382256902,0,6.83960127672843,0,0,0,0,0,0,0,0,0,0.337002949709028,1.74814312882187,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2923,1
"65",1991,4,1,0,1951,40,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,725371.715598649,0,0,6.61116875223193,0,0,1,0,0,0,0,0,0,1.91521306904044,2.01965935123217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2930,1
"66",1992,4,1,0,1951,41,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,811523.732102969,0,0,4.25552659456688,0,0,1,0,0,0,0,0,0,0.666770079673165,0.396312748820175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2930,1
"67",1993,1,1,0,1951,42,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,775978.374582386,0,0,11.7681179137429,0,0,0,0,0,0,0,0,0,1.20231490179405,1.29326204494606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2930,0.626652002334595
"68",1994,1,1,0,1951,43,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,705287.239462718,0,0,3.52345858030222,0,0,0,0,0,0,0,0,0,1.06799389621603,-0.74584689917132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2930,0.626652002334595
"69",1991,53,1,1,1941,50,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,717805.868009488,6.30829323507645,0,0.88335776077452,0,0,1,0,0,0,0,0,1,1.20857351100303,-0.0059156834186847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13,1,2932,1
"70",1992,53,1,1,1941,51,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,830253.053234955,6.71955087148778,1,6.49460357175774,0,0,1,0,0,0,0,0,1,0.762257611237463,0.418061257951909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,14,1,2932,1
"71",1993,54,1,1,1941,52,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,773085.426913142,2.68976295510035,1,4.26034932517235,0,0,1,0,0,0,0,0,1,0.59483216166153,-0.506896960022639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,1,2932,1
"72",1994,54,1,1,1941,53,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,696411.699241526,11.4046964155375,0,6.16916817876151,0,0,1,0,0,0,0,0,1,1.59353897081066,-0.615218887983674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,16,1,2932,1
"73",1995,54,1,1,1941,54,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,639719.75,6.12007138580879,0,4,0,0,0,0,0,0,0,0,0,-0.233675989394623,0.136272020169179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,1,2932,1
"74",1996,54,1,1,1941,55,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,661112.3125,3.40796192454059,0,4,0,0,0,0,0,0,0,0,0,1.04953508326155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,18,1,2932,1
"75",1997,54,1,1,1941,56,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,702990.5,7.46834358102656,0,3,0,0,0,0,0,0,0,0,0,1.28720012448068,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,19,1,2932,1
"76",1998,54,1,1,1941,57,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,760791.1875,7.59133266028033,0,3,0,0,0,0,0,0,0,0,0,1.33909491746763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,20,1,2932,1
"77",1999,54,1,1,1941,58,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,795146.3125,8.73103389421321,0,3,0,0,0,0,0,0,0,0,0,-0.120832406634504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,1,2932,1
"78",2000,54,1,1,1941,59,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,796050.75,7.62028959357644,0,2,0,0,0,0,0,0,0,0,0,0.524318439679656,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,22,1,2932,1
"79",1991,46,1,0,1926,65,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,657590.026447194,0,0,5.71066173244068,0,0,0,0,0,0,0,0,0,0.180925374620331,2.29652156003928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2933,1
"80",1992,46,1,0,1926,66,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,753985.896062974,0,0,5.74974293897887,0,0,0,0,0,0,0,0,0,1.01138331689066,0.444864604373221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,1,2933,1
"81",1993,42,1,0,1926,67,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,912750.710152863,0,0,4.131282041154,0,0,0,0,0,0,0,0,1,2.11697670849311,-1.63585860861077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,1,2933,0.655903995037079
"82",1994,42,1,0,1926,68,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,839566.371149428,0,0,4.77881475307812,0,0,0,0,0,0,0,0,1,0.623647899379358,-0.420934646759898,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,1,2933,0.655903995037079
"83",1995,42,1,0,1926,69,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,639719.75,0,0,2,0,0,0,0,0,0,0,0,1,0.54715596347641,0.485402635132636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,1,2933,0.559300005435944
"84",1996,42,1,0,1926,70,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,661112.3125,0,0,3,0,0,1,0,1,0,0,0,1,0.19838143950616,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,1,2933,0.559300005435944
"85",1997,42,1,0,1926,71,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,702990.5,0,0,3,0,0,0,1,0,0,0,0,0,0.206882079300982,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,1,2933,0.551149010658264
"86",1998,42,1,0,1926,72,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,0,1.11511953694268,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,1,2933,0.551149010658264
"87",1999,42,1,0,1926,73,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,795146.3125,0,0,3,0,0,0,0,0,1,0,0,0,1.10487906289039,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,1,2933,0.633453011512756
"88",2000,42,1,0,1926,74,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,796050.75,0,0,3,0,0,0,0,0,1,0,0,0,0.328953642430014,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22,1,2933,0.633453011512756
"89",1991,82,1,1,1946,45,0,0,0,0,0,0,1,0,0,1,7.11611670814328,0,1,0,1,799232.190543125,0,0,1.67825368755785,0,0,0,1,1,0,0,0,0,0.244548866206873,-1.80147212111797,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,1,2934,0.625383019447327
"90",1992,82,1,1,1946,46,0,0,0,0,1,0,1,0,0,1,4.00235047665039,0,1,0,1,715174.146609074,0,0,4.08988859864151,0,0,0,0,0,0,0,0,0,0.442288183254965,1.21397412359325,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,1,2934,0.625383019447327
