"","year","district","college","postgrad","birth","age","legal","business","management","yrsmilitary","protestant","catholic","white","black","hispanic","marryyes","yrselect","privatepost","publicpost","highpost","lowpost","gdp01","yrsparty","taxreturn","numberofjobs","leadership","chair","rules","approp","fintax","agriculture","judiciary","education","health","effectivescore","deltajobs","speaker","majld","majpty","ethicsviol","ethicscmte","board","binboard","female","aide","council","mayor","commish","applocal","appstate","locparty","statparty","prelect","prapp","prparty","tenure","prexp","memberid","votemarg"
"27",1994,104,1,0,1931,63,0,0,1,1.19562240505451,0,0,1,0,0,1,-3.44900283346601,0,1,0,0,703776.699218898,2.79038049708701,0,6.12176386317906,0,0,0,1,1,0,0,0,1,-0.00890130753780949,0.879495520798481,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,0,2836,1
"28",1991,99,1,1,1922,69,0,0,0,5,1,0,1,0,0,1,3,1,0,0,0,781659.0355569,2.61373987969098,0,5.34083481552282,0,0,0,0,0,0,0,0,0,0.499972183639405,1.35315421432479,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,1,2860,1
"29",1992,99,1,1,1922,70,0,0,0,5,1,0,1,0,0,0,3,1,0,0,0,744925.583112355,3.09310759504074,1,3.71020707423701,0,0,0,0,0,0,0,0,0,1.0529223346785,-1.02574396034763,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,1,2860,1
"30",1991,104,0,0,1937,54,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,707733.104672901,0,0,3.78159342925475,0,0,0,0,0,0,0,0,1,0.534753269203075,-0.954481287428931,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,17,1,2865,1
"31",1992,104,0,0,1937,55,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,822148.037247843,0,0,3.514013554123,0,0,1,0,1,0,0,0,1,1.9073769772642,-1.21573333585704,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,18,1,2865,1
"32",1993,106,0,0,1937,56,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,741317.088142636,0,0,3.54262323222836,0,0,1,0,0,0,0,0,1,1.23105419820322,0.0197249279944726,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,19,1,2865,1
"33",1994,106,0,0,1937,57,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,779934.189681304,0,0,6.16291308459643,0,0,0,0,0,0,0,0,1,0.739633545636384,-0.0976380687188962,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,20,1,2865,1
"34",1995,106,0,0,1937,58,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,639719.75,0,0,3,0,0,0,0,0,0,0,0,1,-0.414614055398358,-0.0457521874934125,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,21,1,2865,1
"35",1996,106,0,0,1937,59,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,661112.3125,0,0,3,0,0,1,0,0,0,0,0,1,1.54819524618113,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,22,1,2865,1
"36",1997,106,0,0,1937,60,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,702990.5,0,0,3,0,0,0,0,0,0,0,0,1,0.835652397434822,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,23,1,2865,1
"37",1998,106,0,0,1937,61,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,1,0.98542739146106,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,24,1,2865,1
"38",1999,106,0,0,1937,62,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,795146.3125,0,0,3,0,0,0,0,0,0,0,0,1,0.495210954395645,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,25,1,2865,1
"39",2000,106,0,0,1937,63,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,796050.75,0,0,4,0,0,0,0,0,0,0,1,0,0.616408058789704,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,26,1,2865,1
"40",1991,75,1,0,1923,68,0,0,1,6.62994874571344,0,0,1,0,0,1,3.69839792031898,1,0,0,0,769308.116446053,-0.910957807424849,0,1.02823911492489,0,0,0,0,1,0,0,0,0,0.892604425759233,-0.72985804499647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,2877,1
"41",1992,75,1,0,1923,69,0,0,1,-3.17336835931744,1,0,1,0,0,1,-0.506173331805531,1,0,0,0,735179.431275366,0.483759997824979,0,5.68782798396591,0,0,0,0,1,0,0,0,0,-0.744516606110053,-1.61493413830169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,2877,1
"42",1993,76,1,0,1923,70,0,0,1,-2.55765896643326,1,0,1,0,0,0,3.08151724121161,1,0,0,0,844048.702853284,7.4731373374666,0,2.54058656996436,0,0,0,0,0,0,0,1,0,1.60443394189781,-1.834186963695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,2877,1
"43",1994,76,1,0,1923,71,0,0,1,-2.19960712690418,1,0,1,0,0,1,3.58421248968776,1,0,0,0,705785.363121347,1.67455035489895,0,2.41460251314847,0,0,0,1,0,0,0,1,0,0.688992802573149,-0.807975201226201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,2877,1
"44",1991,84,0,0,1924,67,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,792440.733914344,6.44415864284918,0,4.80940855440667,0,0,1,0,0,0,0,0,0,-0.239187924192108,3.23400159139813,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,17,1,2879,0.593358993530273
"45",1992,84,0,0,1924,68,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,774856.074740121,6.09949238628531,0,2.64014558837455,0,0,0,0,1,0,0,0,0,0.681328996129667,0.365801981160663,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,18,1,2879,0.593358993530273
"46",1993,86,0,0,1924,69,0,1,0,4,0,1,0,0,1,0,0,1,0,0,0,670984.571690054,7.44105273474588,0,1.99918293391337,0,0,0,0,0,0,0,0,0,0.616965467992993,-2.48640191397826,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,19,1,2879,1
"47",1994,86,0,0,1924,70,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,821516.927230381,5.84793586663207,1,3.4198988157905,0,0,0,0,0,0,0,0,0,0.296726481342193,0.259103573005967,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,20,1,2879,1
"48",1995,86,0,0,1924,71,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,639719.75,6.7025944834937,0,4,0,0,0,1,1,0,0,0,0,0.259135470846241,0.109791571705741,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,21,1,2879,0.669344007968903
"49",1996,86,0,0,1924,72,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,661112.3125,11.6023413768766,0,4,0,0,0,0,0,0,0,0,0,0.575620764317408,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,22,1,2879,0.669344007968903
"50",1997,86,0,0,1924,73,0,1,0,4,0,1,1,0,0,0,0,1,0,0,0,702990.5,4.95205668038996,0,4,0,0,0,1,0,0,0,0,0,0.448066249304062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,23,1,2879,1
"51",1998,86,0,0,1924,74,0,1,0,4,0,1,1,0,1,1,0,1,0,0,0,760791.1875,4.06481406259302,0,4,0,0,0,1,0,0,0,0,0,0.127837537721653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,24,1,2879,1
"52",1999,86,0,0,1924,75,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,795146.3125,4.90252531121547,0,2.11403300199686,0,0,0,1,0,0,0,0,0,0.380753800296547,-2.6425333210224,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,25,1,2879,1
"53",2000,86,0,0,1924,76,0,1,0,4,0,1,1,1,0,1,0,1,0,0,0,796050.75,8.45838817367673,0,9.62744851274079,0,0,0,0,0,0,0,0,0,-0.107801982176517,0.320344230936594,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,26,1,2879,1
"54",1991,13,1,0,1931,60,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,757926.258279714,5.9966621567486,0,3.93775024031365,0,0,1,0,0,0,0,0,0,-0.0614643552209913,0.585749281891821,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,14,1,2919,1
"55",1992,13,1,0,1931,61,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,832224.232880424,8.54293514666672,0,6.46978276841451,0,0,1,0,0,0,0,0,0,1.3710688856555,-2.24782616738303,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,15,1,2919,1
"56",1993,12,1,0,1931,62,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,697638.414571329,7.2663355703301,0,3.19856258237672,0,0,1,1,0,0,1,0,0,0.155679735889631,-0.603269423638847,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,16,1,2919,0.561304986476898
"57",1994,12,1,0,1931,63,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,642019.565956562,8.44918951840561,0,3.48956089171059,0,0,1,0,0,0,1,0,0,0.458934823405505,-0.870459921302818,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,17,1,2919,0.561304986476898
"58",1995,12,1,0,1931,64,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,639719.75,6.5220147651318,0,3,0,0,0,0,0,0,0,0,0,0.27653964835074,0.626965632063976,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,18,1,2919,1
"59",1996,12,1,0,1931,65,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,661112.3125,10.5404920921432,0,3,0,0,0,0,0,0,0,0,0,-0.128392053633649,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,19,1,2919,1
"60",1997,12,1,0,1931,66,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,702990.5,7.40085965931517,0,4,0,0,1,0,0,0,0,0,0,0.0537515398829689,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,20,1,2919,0.521565973758698
"61",1998,12,1,0,1931,67,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,760791.1875,9.43299986298838,0,4,0,0,1,0,0,0,0,0,0,0.860295475367827,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,21,1,2919,0.521565973758698
"62",1999,12,1,0,1931,68,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,795146.3125,9.47384025379815,0,4,0,0,1,0,0,0,0,0,0,0.99042190879129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,22,1,2919,1
"63",2000,12,1,0,1931,69,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,796050.75,6.68065421318579,0,4,0,0,1,0,0,0,0,0,0,0.190300837673438,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,23,1,2919,1
"64",1991,61,1,0,1935,56,0,0,0,7.28771398113665,1,0,1,0,0,1,1.68898067888048,1,0,0,0,804209.401325768,4.62784287194184,0,4.68404500169872,0,0,0,0,0,0,0,0,0,1.62315354073379,-0.351698363317294,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2923,1
"65",1991,4,1,0,1951,40,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,660753.78106469,0,0,4.22829675930701,0,0,1,0,0,0,0,0,0,0.514706881397389,-0.607584754278996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2930,1
"66",1992,4,1,0,1951,41,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,726436.830141717,0,0,5.61970634988206,0,0,1,0,0,0,0,0,0,1.79045971229199,0.301141503180893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2930,1
"67",1993,1,1,0,1951,42,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,765913.094338358,0,0,9.18204507196246,0,0,0,0,0,0,0,0,0,0.798542487865411,2.19148440649259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2930,0.626652002334595
"68",1994,1,1,0,1951,43,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,789462.063774507,0,1,0.100720894324398,0,0,0,0,0,0,0,0,0,0.963004899047969,0.801460522194554,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2930,0.626652002334595
"69",1991,53,1,1,1941,50,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,732471.586710137,7.6501494322104,0,5.32800813713737,0,0,1,0,0,0,0,0,1,0.664407295589712,0.139055575708379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13,1,2932,1
"70",1992,53,1,1,1941,51,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,764149.669627075,0.996856568505911,0,1.56368992423902,0,0,1,0,0,0,0,0,1,0.925219053630097,-1.49407730523126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,14,1,2932,1
"71",1993,54,1,1,1941,52,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,652764.581054388,2.30825866243132,0,3.44909105895829,0,0,1,0,0,0,0,0,1,0.734978177504128,-1.74995639017606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,1,2932,1
"72",1994,54,1,1,1941,53,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,675302.620982061,5.76414075316209,0,5.3406410209434,0,0,1,0,0,0,0,0,1,0.832439161820985,-2.61959801087446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,16,1,2932,1
"73",1995,54,1,1,1941,54,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,639719.75,7.54221103903533,0,4,0,0,0,0,0,0,0,0,0,0.639453399802887,-0.845386016496606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,1,2932,1
"74",1996,54,1,1,1941,55,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,661112.3125,7.917432609994,0,4,0,0,0,0,0,0,0,0,0,0.357992204709198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,18,1,2932,1
"75",1997,54,1,1,1941,56,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,702990.5,5.29964547557731,0,3,0,0,0,0,0,0,0,0,0,0.753395548312825,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,19,1,2932,1
"76",1998,54,1,1,1941,57,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,760791.1875,10.0646475982701,0,3,0,0,0,0,0,0,0,0,0,0.688132735710527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,20,1,2932,1
"77",1999,54,1,1,1941,58,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,795146.3125,4.44768810359344,0,3,0,0,0,0,0,0,0,0,0,1.38247106063923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,1,2932,1
"78",2000,54,1,1,1941,59,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,796050.75,6.89439348693467,0,2,0,0,0,0,0,0,0,0,0,1.03762812628351,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,22,1,2932,1
"79",1991,46,1,0,1926,65,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,802805.10909079,0,0,4.0481078765316,0,0,0,0,0,0,0,0,0,0.744150758887425,-0.399690082665026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2933,1
"80",1992,46,1,0,1926,66,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,700766.956012609,0,0,5.77393751421725,0,0,0,0,0,0,0,0,0,0.340737964805321,-1.21586886846472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,1,2933,1
"81",1993,42,1,0,1926,67,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,730849.768079279,0,0,2.88297339889653,0,0,0,0,0,0,0,0,1,2.11697670849311,0.155143539357274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,1,2933,0.655903995037079
"82",1994,42,1,0,1926,68,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,676829.438515035,0,0,4.28463007442399,0,0,0,0,0,0,0,0,1,0.00775502528817773,0.138906430768065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,1,2933,0.655903995037079
"83",1995,42,1,0,1926,69,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,639719.75,0,0,2,0,0,0,0,0,0,0,0,1,0.215293233327994,1.48573030280451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,1,2933,0.559300005435944
"84",1996,42,1,0,1926,70,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,661112.3125,0,0,3,0,0,1,0,1,0,0,0,1,0.140387484336235,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,1,2933,0.559300005435944
"85",1997,42,1,0,1926,71,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,702990.5,0,0,3,0,0,0,1,0,0,0,0,0,0.206882079300982,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,1,2933,0.551149010658264
"86",1998,42,1,0,1926,72,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,0,0.370286044156811,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,1,2933,0.551149010658264
"87",1999,42,1,0,1926,73,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,795146.3125,0,0,3,0,0,0,0,0,1,0,0,0,1.10487906289039,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,1,2933,0.633453011512756
"88",2000,42,1,0,1926,74,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,796050.75,0,0,3,0,0,0,0,0,1,0,0,0,1.58134503936591,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22,1,2933,0.633453011512756
"89",1991,82,1,1,1946,45,0,0,0,0,0,1,1,0,0,1,5.34424876766525,0,1,0,1,700315.334410531,0,0,2.6998394892863,0,0,0,1,1,0,0,0,0,0.509482637392702,0.205951903948982,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,1,2934,0.625383019447327
"90",1992,82,1,1,1946,46,0,0,0,0,1,0,1,0,0,1,9.12392557712762,0,1,0,1,782938.011934078,0,0,1.57763104064681,0,0,0,0,0,0,0,0,0,0.107936241276512,-0.692423768831313,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,1,2934,0.625383019447327
