"","year","district","college","postgrad","birth","age","legal","business","management","yrsmilitary","protestant","catholic","white","black","hispanic","marryyes","yrselect","privatepost","publicpost","highpost","lowpost","gdp01","yrsparty","taxreturn","numberofjobs","leadership","chair","rules","approp","fintax","agriculture","judiciary","education","health","effectivescore","deltajobs","speaker","majld","majpty","ethicsviol","ethicscmte","board","binboard","female","aide","council","mayor","commish","applocal","appstate","locparty","statparty","prelect","prapp","prparty","tenure","prexp","memberid","votemarg"
"27",1994,104,1,0,1931,63,0,0,1,-1.63296437176806,0,0,1,0,0,0,-2.41124353240011,0,1,0,0,682151.853026983,-0.241230443863974,0,5.59322239190479,0,0,0,1,1,0,0,0,1,0.722987512613937,-1.17456848582581,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,0,2836,1
"28",1991,99,1,1,1922,69,0,0,0,5,1,0,1,0,0,0,3,1,0,0,0,758137.317282415,0.391909637171403,1,1.06232320133635,0,0,0,0,0,0,0,0,0,0.571415421281198,-0.124539331188353,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19,1,2860,1
"29",1992,99,1,1,1922,70,0,0,0,5,1,0,1,0,0,0,3,1,0,0,0,797631.312765013,5.95380057625107,0,7.74765266823079,0,0,0,0,0,0,0,0,0,0.877381660599646,2.94808294466124,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,1,2860,1
"30",1991,104,0,0,1937,54,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,809867.916283404,0,0,3.93739261804536,0,0,0,0,0,0,0,0,1,1.49977036934415,0.636935341453075,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,17,1,2865,1
"31",1992,104,0,0,1937,55,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,761957.426439241,0,0,2.96956901545948,0,0,1,0,1,0,0,0,1,1.05996318035308,0.592668894991348,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,18,1,2865,1
"32",1993,106,0,0,1937,56,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,771598.280906328,0,0,3.30941236417958,0,0,1,0,0,0,0,0,1,1.23105419820322,-0.887485712668434,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,19,1,2865,1
"33",1994,106,0,0,1937,57,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,698768.75908007,0,0,5.91028674885375,0,0,0,0,0,0,0,0,1,1.10386650665161,-0.762368974727767,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,20,1,2865,1
"34",1995,106,0,0,1937,58,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,639719.75,0,0,3,0,0,0,0,0,0,0,0,1,0.485881105086854,-1.51413826038927,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,21,1,2865,1
"35",1996,106,0,0,1937,59,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,661112.3125,0,0,3,0,0,1,0,0,0,0,0,1,1.58226063372132,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,22,1,2865,1
"36",1997,106,0,0,1937,60,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,702990.5,0,0,3,0,0,0,0,0,0,0,0,1,0.835652397434822,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,23,1,2865,1
"37",1998,106,0,0,1937,61,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,1,1.44293353026363,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,24,1,2865,1
"38",1999,106,0,0,1937,62,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,795146.3125,0,0,3,0,0,0,0,0,0,0,0,1,0.495210954395645,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,25,1,2865,1
"39",2000,106,0,0,1937,63,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,796050.75,0,0,4,0,0,0,0,0,0,0,1,0,1.94896954058822,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,26,1,2865,1
"40",1991,75,1,0,1923,68,0,0,1,2.03513381032899,0,0,1,0,0,0,-0.122116264538588,1,0,0,0,731120.897961251,0.436478880299677,0,3.93098837898688,0,0,0,0,1,0,0,0,0,0.332464942271655,1.06166231516318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,2877,1
"41",1992,75,1,0,1923,69,0,0,1,2.00111300348174,1,0,1,0,0,0,2.98965964693654,1,0,0,0,763766.260102008,-1.04200609293475,0,4.66573530490145,0,0,0,0,1,0,0,0,0,-0.336567737765539,-0.189883743136253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,2877,1
"42",1993,76,1,0,1923,70,0,0,1,0.32258439061094,0,0,1,0,0,1,-3.85213317333457,1,0,0,0,862168.311761068,2.79348316802393,0,4.16927458092679,0,0,0,0,0,0,0,1,0,1.60443394189781,0.547427846546209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,2877,1
"43",1994,76,1,0,1923,71,0,0,1,-7.73889065553792,0,0,1,0,0,1,5.97763551779901,1,0,0,0,758790.462952944,1.64946851061385,0,4.64183391291384,0,0,0,1,0,0,0,1,0,-0.0457638478480479,-0.0829234653864323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,2877,1
"44",1991,84,0,0,1924,67,0,1,0,4,0,1,1,0,1,0,0,1,0,0,0,772308.964037623,9.13047250383907,0,9.35587941564753,0,0,1,0,0,0,0,0,0,0.988419008138486,2.20993571498561,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,17,1,2879,0.593358993530273
"45",1992,84,0,0,1924,68,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,621655.054439034,9.44951079652571,0,4.94061157218897,0,0,0,0,1,0,0,0,0,0.456050600941103,0.43744610664963,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,18,1,2879,0.593358993530273
"46",1993,86,0,0,1924,69,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,722191.166152217,4.16621635819634,0,1.29013806131516,0,0,0,0,0,0,0,0,0,0.616965467992993,-2.53691743005512,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,19,1,2879,1
"47",1994,86,0,0,1924,70,0,1,0,4,0,1,1,0,1,1,0,1,0,0,0,749152.958852177,4.43645469681213,0,4.17090122676077,0,0,0,0,0,0,0,0,0,0.94542018598923,1.84317587790631,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,20,1,2879,1
"48",1995,86,0,0,1924,71,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,639719.75,6.36028679076928,0,4,0,0,0,1,1,0,0,0,0,1.05464016439961,-0.0986846432897591,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,21,1,2879,0.669344007968903
"49",1996,86,0,0,1924,72,0,1,0,4,0,1,1,0,0,1,0,1,0,0,0,661112.3125,5.38389641386849,0,4,0,0,0,0,0,0,0,0,0,0.0764905302852529,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,22,1,2879,0.669344007968903
"50",1997,86,0,0,1924,73,0,1,0,4,0,1,1,0,1,1,0,1,0,0,0,702990.5,4.09339499139604,0,4,0,0,0,1,0,0,0,0,0,0.448066249304062,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,23,1,2879,1
"51",1998,86,0,0,1924,74,0,1,0,4,0,1,1,0,1,1,0,1,0,0,0,760791.1875,10.2212054521673,0,4,0,0,0,1,0,0,0,0,0,0.396751367853732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,24,1,2879,1
"52",1999,86,0,0,1924,75,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,795146.3125,5.12138798110823,0,7.05612545936448,0,0,0,1,0,0,0,0,0,0.380753800296547,-0.648216778721378,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,25,1,2879,1
"53",2000,86,0,0,1924,76,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,796050.75,3.62739116194898,0,4.72889407292676,0,0,0,0,0,0,0,0,0,1.41975051327302,0.244795946729312,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,26,1,2879,1
"54",1991,13,1,0,1931,60,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,777318.05083108,8.19921443403478,0,2.30808371520336,0,0,1,0,0,0,0,0,0,0.467218575337029,-0.7966141308649,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,14,1,2919,1
"55",1992,13,1,0,1931,61,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,811668.211384081,9.30458992714861,0,2.44117314555684,0,0,1,0,0,0,0,0,0,0.395413825820084,0.427196572898414,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,15,1,2919,1
"56",1993,12,1,0,1931,62,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,651888.632112005,10.4451915225615,1,2.51828261269513,0,0,1,1,0,0,1,0,0,0.155679735889631,0.206341743764037,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,16,1,2919,0.561304986476898
"57",1994,12,1,0,1931,63,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,823308.44037632,8.78513748189001,1,-0.556474147416908,0,0,1,0,0,0,1,0,0,0.207219375536302,-2.45127211919815,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,17,1,2919,0.561304986476898
"58",1995,12,1,0,1931,64,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,639719.75,7.68129900643741,0,3,0,0,0,0,0,0,0,0,0,0.419681925095371,-0.41666136290291,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,18,1,2919,1
"59",1996,12,1,0,1931,65,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,661112.3125,9.35904891350023,0,3,0,0,0,0,0,0,0,0,0,0.479362694081693,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,19,1,2919,1
"60",1997,12,1,0,1931,66,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,702990.5,7.82620505628846,0,4,0,0,1,0,0,0,0,0,0,0.0537515398829689,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,20,1,2919,0.521565973758698
"61",1998,12,1,0,1931,67,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,760791.1875,10.7187013893095,0,4,0,0,1,0,0,0,0,0,0,-0.217288993782251,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,21,1,2919,0.521565973758698
"62",1999,12,1,0,1931,68,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,795146.3125,6.29862451048832,0,4,0,0,1,0,0,0,0,0,0,0.99042190879129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,22,1,2919,1
"63",2000,12,1,0,1931,69,0,1,0,4,1,0,1,0,0,1,2,1,0,0,0,796050.75,4.51644921992528,0,4,0,0,1,0,0,0,0,0,0,0.982837999286086,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,23,1,2919,1
"64",1991,61,1,0,1935,56,0,0,0,9.37180725470066,1,0,1,0,0,0,0.241726340634608,1,0,0,0,737192.958774282,-0.275612559751092,0,2.87925341370953,0,0,0,0,0,0,0,0,0,-0.255649230059835,-0.131594315794664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2923,1
"65",1991,4,1,0,1951,40,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,734032.090209831,0,0,5.97665283996325,0,0,1,0,0,0,0,0,0,1.39726141674621,-1.90431644645527,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2930,1
"66",1992,4,1,0,1951,41,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,680219.212374781,0,0,2.34177695385301,0,0,1,0,0,0,0,0,0,1.37257095738767,-0.249160043940285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2930,1
"67",1993,1,1,0,1951,42,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,765864.652158058,0,0,7.38250914769398,0,0,0,0,0,0,0,0,0,0.839713032057073,1.08022610132829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2930,0.626652002334595
"68",1994,1,1,0,1951,43,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,629600.353943282,0,0,8.7716940804142,0,0,0,0,0,0,0,0,0,0.948255946685922,-0.724751985001347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2930,0.626652002334595
"69",1991,53,1,1,1941,50,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,690720.623051651,6.81638700635173,0,3.26498319913208,0,0,1,0,0,0,0,0,1,0.591694225390291,-0.393545838887504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13,1,2932,1
"70",1992,53,1,1,1941,51,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,735179.260716013,6.13792342374601,0,4.00893412689062,0,0,1,0,0,0,0,0,1,1.33225147083975,0.0242087246735021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,14,1,2932,1
"71",1993,54,1,1,1941,52,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,645421.991806639,8.54524995229796,0,2.78158517791923,0,0,1,0,0,0,0,0,1,1.19667294014217,0.133787131080082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15,1,2932,1
"72",1994,54,1,1,1941,53,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,736613.625167335,7.61867198269785,0,5.42194449114832,0,0,1,0,0,0,0,0,1,1.61439742555496,0.318759837321895,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,16,1,2932,1
"73",1995,54,1,1,1941,54,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,639719.75,5.88113456957931,0,4,0,0,0,0,0,0,0,0,0,0.502324914435377,-0.681604354714934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,17,1,2932,1
"74",1996,54,1,1,1941,55,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,661112.3125,9.88269649868345,0,4,0,0,0,0,0,0,0,0,0,0.358374966335612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,18,1,2932,1
"75",1997,54,1,1,1941,56,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,702990.5,8.56859593169784,0,3,0,0,0,0,0,0,0,0,0,-0.051573414090631,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,19,1,2932,1
"76",1998,54,1,1,1941,57,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,760791.1875,7.55075231046966,0,3,0,0,0,0,0,0,0,0,0,0.341899511888436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,20,1,2932,1
"77",1999,54,1,1,1941,58,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,795146.3125,8.45304667780337,0,3,0,0,0,0,0,0,0,0,0,1.48298207191909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,21,1,2932,1
"78",2000,54,1,1,1941,59,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,796050.75,9.44140677218035,0,2,0,0,0,0,0,0,0,0,0,0.00301097059753241,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,22,1,2932,1
"79",1991,46,1,0,1926,65,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,715306.591918634,0,0,5.56798613357024,0,0,0,0,0,0,0,0,0,-0.22854814164075,1.41350202622019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,2933,1
"80",1992,46,1,0,1926,66,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,747732.144360196,0,0,6.43679634683005,0,0,0,0,0,0,0,0,0,0.0414261938865756,-0.800250730242014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,1,2933,1
"81",1993,42,1,0,1926,67,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,661099.740635702,0,0,4.89089743234065,0,0,0,0,0,0,0,0,1,2.11697670849311,-0.909100503662658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,1,2933,0.655903995037079
"82",1994,42,1,0,1926,68,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,654886.124302647,0,0,3.3264236064725,0,0,0,0,0,0,0,0,1,0.318720152907194,-0.950513140957458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,1,2933,0.655903995037079
"83",1995,42,1,0,1926,69,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,639719.75,0,0,2,0,0,0,0,0,0,0,0,1,-0.265879324857295,-0.670679591102984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,1,2933,0.559300005435944
"84",1996,42,1,0,1926,70,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,661112.3125,0,0,3,0,0,1,0,1,0,0,0,1,-0.642027938678337,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,1,2933,0.559300005435944
"85",1997,42,1,0,1926,71,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,702990.5,0,0,3,0,0,0,1,0,0,0,0,0,0.206882079300982,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,1,2933,0.551149010658264
"86",1998,42,1,0,1926,72,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,760791.1875,0,0,3,0,0,0,0,0,0,0,0,0,0.313192700117476,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,1,2933,0.551149010658264
"87",1999,42,1,0,1926,73,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,795146.3125,0,0,3,0,0,0,0,0,1,0,0,0,1.10487906289039,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21,1,2933,0.633453011512756
"88",2000,42,1,0,1926,74,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,796050.75,0,0,3,0,0,0,0,0,1,0,0,0,1.52532334965107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22,1,2933,0.633453011512756
"89",1991,82,1,1,1946,45,0,0,0,0,0,0,1,0,0,1,2.61124187284041,0,1,0,1,874019.426964305,0,0,-0.474301334469809,0,0,0,1,1,0,0,0,0,1.1985045168248,-1.32431994881052,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,1,2934,0.625383019447327
"90",1992,82,1,1,1946,46,0,0,0,0,1,1,1,0,0,1,1.96428842636959,0,1,0,1,832044.196802638,0,0,1.82539502436035,0,0,0,0,0,0,0,0,0,0.84195418235012,-0.882529078790728,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,1,2934,0.625383019447327
